feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.chem_mol2vec282,121.7858,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec283,3.93057,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec284,132.68521,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec285,82.65259,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec286,13.17623,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec287,135.53513,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec288,150.41422,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec289,123.0813,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec290,189.28987,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec291,140.67938,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec292,142.13819,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec293,183.19468,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec294,93.96679,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec295,156.16998,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec296,162.70578,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec297,134.6575,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec298,154.97313,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.chem_mol2vec299,126.75862,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_mw,1.11644,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_mp,4.56101,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_ws,8.05405,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_rdkit_clogp,6.19453,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_B,88.67624,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_C,327.89962,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_D,120.46458,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_H,47.40886,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_O,56.05437,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_P,36.55235,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_A,32.86674,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_B,315.33667,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_C,134.355,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_D,72.93728,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_E,68.4206,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_M,45.79772,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MA,48.69226,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MC,207.05053,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MI,17.13423,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MN,298.41841,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MP,49.13644,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TA,44.9237,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TH,343.82092,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TN,88.05099,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TP,3.46419,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampv,44.47274,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampkap,456.35234,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_amppm,517.02321,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_amd,16.37654,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_licm,22.79041,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,mol2vec,molar,occurrence,none,500,trainvalid
.mean_function.c,-6.38533,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].variance,2.71008,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].variance,2.28215,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].variance,1.68551,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].variance,40.48923,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.likelihood.variance,0.34802,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_F,6.20043,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_T,7.40992,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_NR,17.21912,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_R,1.78796,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_S,3.00377,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_media_type_SW,6.69871,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_obs_duration_mean,12.52765,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nAcid,0.74975,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBase,49.05677,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nAromAtom,29.494,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nAromBond,31.67493,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nAtom,27.9445,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nHeavyAtom,24.17089,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBridgehead,23.67712,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nHetero,29.67954,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nH,31.85262,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nC,16.70925,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nN,36.78256,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nO,57.46078,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nS,2.98268,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nP,43.49912,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nF,22.32739,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nCl,25.23735,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBr,36.44992,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nX,22.26556,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBonds,26.11177,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsO,23.77776,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsS,32.31429,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsD,95.01008,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsT,12.7735,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsA,31.67493,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsM,27.34433,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsKS,29.7296,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nBondsKD,22.13284,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C1SP1,33.25375,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C2SP1,22.28636,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C1SP2,48.4151,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C2SP2,37.71859,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C3SP2,54.25758,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C1SP3,39.13819,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C2SP3,36.41386,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C3SP3,2.07816,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_C4SP3,36.18408,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsCH3,46.64271,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdCH2,0.62041,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssCH2,31.64497,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NtCH,10.25501,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdsCH,1.27623,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaCH,38.02484,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsssCH,36.71976,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NtsC,2.19645,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdssC,0.6007,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaasC,44.99644,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaaC,35.01515,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssssC,20.55513,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsNH2,1.65218,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssNH,21.61026,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaNH,38.31692,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NtN,2.01553,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdsN,44.4081,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaN,49.23927,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsssN,0.30271,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NddsN,39.03583,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaasN,0.73234,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssssN,31.33075,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsOH,34.40446,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdO,0.58662,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssO,31.93371,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaO,32.49698,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsF,22.32739,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdsssP,38.35416,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdS,31.40692,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NssS,31.03092,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NaaS,29.34469,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NdssS,0.00039,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NddssS,31.54069,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsCl,28.34907,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_NsBr,35.78288,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nHBAcc,46.84114,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nHBDon,80.6821,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC2,22.39297,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC3,21.13673,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC4,20.53039,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC5,21.48134,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC6,20.33257,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC7,19.47978,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC8,19.74257,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC9,20.20036,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_MPC10,19.51659,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_TMPC10,19.45831,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nRing,34.82871,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n3Ring,17.79246,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n4Ring,1.50477,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5Ring,34.84069,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6Ring,54.29726,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7Ring,48.77547,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
